1,اسکو,1,2024-09-04 06:36:36.692767+00,t,
2,اهر,1,2024-09-04 06:36:36.692767+00,t,
3,ایلخچی,1,2024-09-04 06:36:36.692767+00,t,
4,آبش احمد,1,2024-09-04 06:36:36.692767+00,t,
5,آذرشهر,1,2024-09-04 06:36:36.692767+00,t,
6,آقکند,1,2024-09-04 06:36:36.692767+00,t,
7,باسمنج,1,2024-09-04 06:36:36.692767+00,t,
8,بخشایش,1,2024-09-04 06:36:36.692767+00,t,
9,بستان آباد,1,2024-09-04 06:36:36.692767+00,t,
10,بناب,1,2024-09-04 06:36:36.692767+00,t,
11,بناب جدید,1,2024-09-04 06:36:36.692767+00,t,
12,تبریز,1,2024-09-04 06:36:36.692767+00,t,
13,ترک,1,2024-09-04 06:36:36.692767+00,t,
14,ترکمانچای,1,2024-09-04 06:36:36.692767+00,t,
15,تسوج,1,2024-09-04 06:36:36.692767+00,t,
16,تیکمه داش,1,2024-09-04 06:36:36.692767+00,t,
17,جلفا,1,2024-09-04 06:36:36.692767+00,t,
18,خاروانا,1,2024-09-04 06:36:36.692767+00,t,
19,خامنه,1,2024-09-04 06:36:36.692767+00,t,
20,خراجو,1,2024-09-04 06:36:36.692767+00,t,
21,خسروشهر,1,2024-09-04 06:36:36.692767+00,t,
22,خضرلو,1,2024-09-04 06:36:36.692767+00,t,
23,خمارلو,1,2024-09-04 06:36:36.692767+00,t,
24,خواجه,1,2024-09-04 06:36:36.692767+00,t,
25,دوزدوزان,1,2024-09-04 06:36:36.692767+00,t,
26,زرنق,1,2024-09-04 06:36:36.692767+00,t,
27,زنوز,1,2024-09-04 06:36:36.692767+00,t,
28,سراب,1,2024-09-04 06:36:36.692767+00,t,
29,سردرود,1,2024-09-04 06:36:36.692767+00,t,
30,سهند,1,2024-09-04 06:36:36.692767+00,t,
31,سیس,1,2024-09-04 06:36:36.692767+00,t,
32,سیه رود,1,2024-09-04 06:36:36.692767+00,t,
33,شبستر,1,2024-09-04 06:36:36.692767+00,t,
34,شربیان,1,2024-09-04 06:36:36.692767+00,t,
35,شرفخانه,1,2024-09-04 06:36:36.692767+00,t,
36,شندآباد,1,2024-09-04 06:36:36.692767+00,t,
37,صوفیان,1,2024-09-04 06:36:36.692767+00,t,
38,عجب شیر,1,2024-09-04 06:36:36.692767+00,t,
39,قره آغاج,1,2024-09-04 06:36:36.692767+00,t,
40,کشکسرای,1,2024-09-04 06:36:36.692767+00,t,
41,کلوانق,1,2024-09-04 06:36:36.692767+00,t,
42,کلیبر,1,2024-09-04 06:36:36.692767+00,t,
43,کوزه کنان,1,2024-09-04 06:36:36.692767+00,t,
44,گوگان,1,2024-09-04 06:36:36.692767+00,t,
45,لیلان,1,2024-09-04 06:36:36.692767+00,t,
46,مراغه,1,2024-09-04 06:36:36.692767+00,t,
47,مرند,1,2024-09-04 06:36:36.692767+00,t,
48,ملکان,1,2024-09-04 06:36:36.692767+00,t,
49,ملک کیان,1,2024-09-04 06:36:36.692767+00,t,
50,ممقان,1,2024-09-04 06:36:36.692767+00,t,
51,مهربان,1,2024-09-04 06:36:36.692767+00,t,
52,میانه,1,2024-09-04 06:36:36.692767+00,t,
53,نظرکهریزی,1,2024-09-04 06:36:36.692767+00,t,
54,هادی شهر,1,2024-09-04 06:36:36.692767+00,t,
55,هرگلان,1,2024-09-04 06:36:36.692767+00,t,
56,هریس,1,2024-09-04 06:36:36.692767+00,t,
57,هشترود,1,2024-09-04 06:36:36.692767+00,t,
58,هوراند,1,2024-09-04 06:36:36.692767+00,t,
59,وایقان,1,2024-09-04 06:36:36.692767+00,t,
60,ورزقان,1,2024-09-04 06:36:36.692767+00,t,
61,یامچی,1,2024-09-04 06:36:36.692767+00,t,
62,ارومیه,2,2024-09-04 12:24:58.174661+00,t,
63,اشنویه,2,2024-09-04 12:24:58.174661+00,t,
64,ایواوغلی,2,2024-09-04 12:24:58.174661+00,t,
65,آواجیق,2,2024-09-04 12:24:58.174661+00,t,
66,باروق,2,2024-09-04 12:24:58.174661+00,t,
67,بازرگان,2,2024-09-04 12:24:58.174661+00,t,
68,بوکان,2,2024-09-04 12:24:58.174661+00,t,
69,پلدشت,2,2024-09-04 12:24:58.174661+00,t,
70,پیرانشهر,2,2024-09-04 12:24:58.174661+00,t,
71,تازه شهر,2,2024-09-04 12:24:58.174661+00,t,
72,تکاب,2,2024-09-04 12:24:58.174661+00,t,
73,چهاربرج,2,2024-09-04 12:24:58.174661+00,t,
74,خوی,2,2024-09-04 12:24:58.174661+00,t,
75,دیزج دیز,2,2024-09-04 12:24:58.174661+00,t,
76,ربط,2,2024-09-04 12:24:58.174661+00,t,
77,سردشت,2,2024-09-04 12:24:58.174661+00,t,
78,سرو,2,2024-09-04 12:24:58.174661+00,t,
79,سلماس,2,2024-09-04 12:24:58.174661+00,t,
80,سیلوانه,2,2024-09-04 12:24:58.174661+00,t,
81,سیمینه,2,2024-09-04 12:24:58.174661+00,t,
82,سیه چشمه,2,2024-09-04 12:24:58.174661+00,t,
83,شاهین دژ,2,2024-09-04 12:24:58.174661+00,t,
84,شوط,2,2024-09-04 12:24:58.174661+00,t,
85,فیرورق,2,2024-09-04 12:24:58.174661+00,t,
86,قره ضیاءالدین,2,2024-09-04 12:24:58.174661+00,t,
87,قطور,2,2024-09-04 12:24:58.174661+00,t,
88,قوشچی,2,2024-09-04 12:24:58.174661+00,t,
89,کشاورز,2,2024-09-04 12:24:58.174661+00,t,
90,گردکشانه,2,2024-09-04 12:24:58.174661+00,t,
91,ماکو,2,2024-09-04 12:24:58.174661+00,t,
92,محمدیار,2,2024-09-04 12:24:58.174661+00,t,
93,محمودآباد,2,2024-09-04 12:24:58.174661+00,t,
94,مهاباد,2,2024-09-04 12:24:58.174661+00,t,
95,میاندوآب,2,2024-09-04 12:24:58.174661+00,t,
96,میرآباد,2,2024-09-04 12:24:58.174661+00,t,
97,نالوس,2,2024-09-04 12:24:58.174661+00,t,
98,نقده,2,2024-09-04 12:24:58.174661+00,t,
99,نوشین,2,2024-09-04 12:24:58.174661+00,t,
100,اردبیل,3,2024-09-04 12:27:33.1942+00,t,
101,اصلاندوز,3,2024-09-04 12:27:33.1942+00,t,
102,آبی بیگلو,3,2024-09-04 12:27:33.1942+00,t,
103,بیله سوار,3,2024-09-04 12:27:33.1942+00,t,
104,پارس آباد,3,2024-09-04 12:27:33.1942+00,t,
105,تازه کند,3,2024-09-04 12:27:33.1942+00,t,
106,تازه کندانگوت,3,2024-09-04 12:27:33.1942+00,t,
107,جعفرآباد,3,2024-09-04 12:27:33.1942+00,t,
108,خلخال,3,2024-09-04 12:27:33.1942+00,t,
109,رضی,3,2024-09-04 12:27:33.1942+00,t,
110,سرعین,3,2024-09-04 12:27:33.1942+00,t,
111,عنبران,3,2024-09-04 12:27:33.1942+00,t,
112,فخرآباد,3,2024-09-04 12:27:33.1942+00,t,
113,کلور,3,2024-09-04 12:27:33.1942+00,t,
114,کوراییم,3,2024-09-04 12:27:33.1942+00,t,
115,گرمی,3,2024-09-04 12:27:33.1942+00,t,
116,گیوی,3,2024-09-04 12:27:33.1942+00,t,
117,لاهرود,3,2024-09-04 12:27:33.1942+00,t,
118,مشگین شهر,3,2024-09-04 12:27:33.1942+00,t,
119,نمین,3,2024-09-04 12:27:33.1942+00,t,
120,نیر,3,2024-09-04 12:27:33.1942+00,t,
121,هشتجین,3,2024-09-04 12:27:33.1942+00,t,
122,هیر,3,2024-09-04 12:27:33.1942+00,t,
123,ابریشم,4,2024-09-04 12:27:41.235093+00,t,
124,ابوزیدآباد,4,2024-09-04 12:27:41.235093+00,t,
125,اردستان,4,2024-09-04 12:27:41.235093+00,t,
126,اژیه,4,2024-09-04 12:27:41.235093+00,t,
127,اصفهان,4,2024-09-04 12:27:41.235093+00,t,
128,افوس,4,2024-09-04 12:27:41.235093+00,t,
129,انارک,4,2024-09-04 12:27:41.235093+00,t,
130,ایمانشهر,4,2024-09-04 12:27:41.235093+00,t,
131,آران وبیدگل,4,2024-09-04 12:27:41.235093+00,t,
132,بادرود,4,2024-09-04 12:27:41.235093+00,t,
133,باغ بهادران,4,2024-09-04 12:27:41.235093+00,t,
134,بافران,4,2024-09-04 12:27:41.235093+00,t,
135,برزک,4,2024-09-04 12:27:41.235093+00,t,
136,برف انبار,4,2024-09-04 12:27:41.235093+00,t,
137,بهاران شهر,4,2024-09-04 12:27:41.235093+00,t,
138,بهارستان,4,2024-09-04 12:27:41.235093+00,t,
139,بوئین و میاندشت,4,2024-09-04 12:27:41.235093+00,t,
140,پیربکران,4,2024-09-04 12:27:41.235093+00,t,
141,تودشک,4,2024-09-04 12:27:41.235093+00,t,
142,تیران,4,2024-09-04 12:27:41.235093+00,t,
143,جندق,4,2024-09-04 12:27:41.235093+00,t,
144,جوزدان,4,2024-09-04 12:27:41.235093+00,t,
145,جوشقان و کامو,4,2024-09-04 12:27:41.235093+00,t,
146,چادگان,4,2024-09-04 12:27:41.235093+00,t,
147,چرمهین,4,2024-09-04 12:27:41.235093+00,t,
148,چمگردان,4,2024-09-04 12:27:41.235093+00,t,
149,حبیب آباد,4,2024-09-04 12:27:41.235093+00,t,
150,حسن آباد,4,2024-09-04 12:27:41.235093+00,t,
151,حنا,4,2024-09-04 12:27:41.235093+00,t,
152,خالدآباد,4,2024-09-04 12:27:41.235093+00,t,
153,خمینی شهر,4,2024-09-04 12:27:41.235093+00,t,
154,خوانسار,4,2024-09-04 12:27:41.235093+00,t,
155,خور,4,2024-09-04 12:27:41.235093+00,t,
156,خورزوق,4,2024-09-04 12:27:41.235093+00,t,
157,داران,4,2024-09-04 12:27:41.235093+00,t,
158,دامنه,4,2024-09-04 12:27:41.235093+00,t,
159,درچه,4,2024-09-04 12:27:41.235093+00,t,
160,دستگرد,4,2024-09-04 12:27:41.235093+00,t,
161,دهاقان,4,2024-09-04 12:27:41.235093+00,t,
162,دهق,4,2024-09-04 12:27:41.235093+00,t,
163,دولت آباد,4,2024-09-04 12:27:41.235093+00,t,
164,دیزیچه,4,2024-09-04 12:27:41.235093+00,t,
165,رزوه,4,2024-09-04 12:27:41.235093+00,t,
166,رضوانشهر,4,2024-09-04 12:27:41.235093+00,t,
167,زاینده رود,4,2024-09-04 12:27:41.235093+00,t,
168,زرین شهر,4,2024-09-04 12:27:41.235093+00,t,
169,زواره,4,2024-09-04 12:27:41.235093+00,t,
170,زیباشهر,4,2024-09-04 12:27:41.235093+00,t,
171,سده لنجان,4,2024-09-04 12:27:41.235093+00,t,
172,سفیدشهر,4,2024-09-04 12:27:41.235093+00,t,
173,سگزی,4,2024-09-04 12:27:41.235093+00,t,
174,سمیرم,4,2024-09-04 12:27:41.235093+00,t,
175,شاهین شهر,4,2024-09-04 12:27:41.235093+00,t,
176,شهرضا,4,2024-09-04 12:27:41.235093+00,t,
177,طالخونچه,4,2024-09-04 12:27:41.235093+00,t,
178,عسگران,4,2024-09-04 12:27:41.235093+00,t,
179,علویجه,4,2024-09-04 12:27:41.235093+00,t,
180,فرخی,4,2024-09-04 12:27:41.235093+00,t,
181,فریدونشهر,4,2024-09-04 12:27:41.235093+00,t,
182,فلاورجان,4,2024-09-04 12:27:41.235093+00,t,
183,فولادشهر,4,2024-09-04 12:27:41.235093+00,t,
184,قمصر,4,2024-09-04 12:27:41.235093+00,t,
185,قهجاورستان,4,2024-09-04 12:27:41.235093+00,t,
186,قهدریجان,4,2024-09-04 12:27:41.235093+00,t,
187,کاشان,4,2024-09-04 12:27:41.235093+00,t,
188,کرکوند,4,2024-09-04 12:27:41.235093+00,t,
189,کلیشاد و سودرجان,4,2024-09-04 12:27:41.235093+00,t,
190,کمشچه,4,2024-09-04 12:27:41.235093+00,t,
191,کمه,4,2024-09-04 12:27:41.235093+00,t,
192,کهریزسنگ,4,2024-09-04 12:27:41.235093+00,t,
193,کوشک,4,2024-09-04 12:27:41.235093+00,t,
194,کوهپایه,4,2024-09-04 12:27:41.235093+00,t,
195,گرگاب,4,2024-09-04 12:27:41.235093+00,t,
196,گزبرخوار,4,2024-09-04 12:27:41.235093+00,t,
197,گلپایگان,4,2024-09-04 12:27:41.235093+00,t,
198,گلدشت,4,2024-09-04 12:27:41.235093+00,t,
199,گلشهر,4,2024-09-04 12:27:41.235093+00,t,
200,گوگد,4,2024-09-04 12:27:41.235093+00,t,
201,لای بید,4,2024-09-04 12:27:41.235093+00,t,
202,مبارکه,4,2024-09-04 12:27:41.235093+00,t,
203,مجلسی,4,2024-09-04 12:27:41.235093+00,t,
204,محمدآباد,4,2024-09-04 12:27:41.235093+00,t,
205,مشکات,4,2024-09-04 12:27:41.235093+00,t,
206,منظریه,4,2024-09-04 12:27:41.235093+00,t,
207,مهاباد,4,2024-09-04 12:27:41.235093+00,t,
208,میمه,4,2024-09-04 12:27:41.235093+00,t,
209,نائین,4,2024-09-04 12:27:41.235093+00,t,
210,نجف آباد,4,2024-09-04 12:27:41.235093+00,t,
211,نصرآباد,4,2024-09-04 12:27:41.235093+00,t,
212,نطنز,4,2024-09-04 12:27:41.235093+00,t,
213,نوش آباد,4,2024-09-04 12:27:41.235093+00,t,
214,نیاسر,4,2024-09-04 12:27:41.235093+00,t,
215,نیک آباد,4,2024-09-04 12:27:41.235093+00,t,
216,هرند,4,2024-09-04 12:27:41.235093+00,t,
217,ورزنه,4,2024-09-04 12:27:41.235093+00,t,
218,ورنامخواست,4,2024-09-04 12:27:41.235093+00,t,
219,وزوان,4,2024-09-04 12:27:41.235093+00,t,
220,ونک,4,2024-09-04 12:27:41.235093+00,t,
221,اسارا,5,2024-09-04 12:27:47.945382+00,t,
222,اشتهارد,5,2024-09-04 12:27:47.945382+00,t,
223,تنکمان,5,2024-09-04 12:27:47.945382+00,t,
224,چهارباغ,5,2024-09-04 12:27:47.945382+00,t,
225,سعید آباد,5,2024-09-04 12:27:47.945382+00,t,
226,شهر جدید هشتگرد,5,2024-09-04 12:27:47.945382+00,t,
227,طالقان,5,2024-09-04 12:27:47.945382+00,t,
228,کرج,5,2024-09-04 12:27:47.945382+00,t,
229,کمال شهر,5,2024-09-04 12:27:47.945382+00,t,
230,کوهسار,5,2024-09-04 12:27:47.945382+00,t,
231,گرمدره,5,2024-09-04 12:27:47.945382+00,t,
232,ماهدشت,5,2024-09-04 12:27:47.945382+00,t,
233,محمدشهر,5,2024-09-04 12:27:47.945382+00,t,
234,مشکین دشت,5,2024-09-04 12:27:47.945382+00,t,
235,نظرآباد,5,2024-09-04 12:27:47.945382+00,t,
236,هشتگرد,5,2024-09-04 12:27:47.945382+00,t,
237,فردیس,5,2024-09-04 12:27:47.945382+00,t,
238,مارلیک,5,2024-09-04 12:27:47.945382+00,t,
239,کردان,5,2024-09-04 12:27:47.945382+00,t,
240,ساوجبلاغ,5,2024-09-04 12:27:47.945382+00,t,
241,تهران دشت,5,2024-09-04 12:27:47.945382+00,t,
242,ارکواز,6,2024-09-04 12:27:54.694797+00,t,
243,ایلام,6,2024-09-04 12:27:54.694797+00,t,
244,ایوان,6,2024-09-04 12:27:54.694797+00,t,
245,آبدانان,6,2024-09-04 12:27:54.694797+00,t,
246,آسمان آباد,6,2024-09-04 12:27:54.694797+00,t,
247,بدره,6,2024-09-04 12:27:54.694797+00,t,
248,پهله,6,2024-09-04 12:27:54.694797+00,t,
249,توحید,6,2024-09-04 12:27:54.694797+00,t,
250,چوار,6,2024-09-04 12:27:54.694797+00,t,
251,دره شهر,6,2024-09-04 12:27:54.694797+00,t,
252,دلگشا,6,2024-09-04 12:27:54.694797+00,t,
253,دهلران,6,2024-09-04 12:27:54.694797+00,t,
254,زرنه,6,2024-09-04 12:27:54.694797+00,t,
255,سراب باغ,6,2024-09-04 12:27:54.694797+00,t,
256,سرابله,6,2024-09-04 12:27:54.694797+00,t,
257,صالح آباد,6,2024-09-04 12:27:54.694797+00,t,
258,لومار,6,2024-09-04 12:27:54.694797+00,t,
259,مهران,6,2024-09-04 12:27:54.694797+00,t,
260,مورموری,6,2024-09-04 12:27:54.694797+00,t,
261,موسیان,6,2024-09-04 12:27:54.694797+00,t,
262,میمه,6,2024-09-04 12:27:54.694797+00,t,
263,امام حسن,7,2024-09-04 12:28:06.187965+00,t,
264,انارستان,7,2024-09-04 12:28:06.187965+00,t,
265,اهرم,7,2024-09-04 12:28:06.187965+00,t,
266,آب پخش,7,2024-09-04 12:28:06.187965+00,t,
267,آبدان,7,2024-09-04 12:28:06.187965+00,t,
268,برازجان,7,2024-09-04 12:28:06.187965+00,t,
269,بردخون,7,2024-09-04 12:28:06.187965+00,t,
270,بندردیر,7,2024-09-04 12:28:06.187965+00,t,
271,بندردیلم,7,2024-09-04 12:28:06.187965+00,t,
272,بندرریگ,7,2024-09-04 12:28:06.187965+00,t,
273,بندرکنگان,7,2024-09-04 12:28:06.187965+00,t,
274,بندرگناوه,7,2024-09-04 12:28:06.187965+00,t,
275,بنک,7,2024-09-04 12:28:06.187965+00,t,
276,بوشهر,7,2024-09-04 12:28:06.187965+00,t,
277,تنگ ارم,7,2024-09-04 12:28:06.187965+00,t,
278,جم,7,2024-09-04 12:28:06.187965+00,t,
279,چغادک,7,2024-09-04 12:28:06.187965+00,t,
280,خارک,7,2024-09-04 12:28:06.187965+00,t,
281,خورموج,7,2024-09-04 12:28:06.187965+00,t,
282,دالکی,7,2024-09-04 12:28:06.187965+00,t,
283,دلوار,7,2024-09-04 12:28:06.187965+00,t,
284,ریز,7,2024-09-04 12:28:06.187965+00,t,
285,سعدآباد,7,2024-09-04 12:28:06.187965+00,t,
286,سیراف,7,2024-09-04 12:28:06.187965+00,t,
287,شبانکاره,7,2024-09-04 12:28:06.187965+00,t,
288,شنبه,7,2024-09-04 12:28:06.187965+00,t,
289,عسلویه,7,2024-09-04 12:28:06.187965+00,t,
290,کاکی,7,2024-09-04 12:28:06.187965+00,t,
291,کلمه,7,2024-09-04 12:28:06.187965+00,t,
292,نخل تقی,7,2024-09-04 12:28:06.187965+00,t,
293,وحدتیه,7,2024-09-04 12:28:06.187965+00,t,
294,ارجمند,8,2024-09-04 12:28:13.107843+00,t,
295,اسلامشهر,8,2024-09-04 12:28:13.107843+00,t,
296,اندیشه,8,2024-09-04 12:28:13.107843+00,t,
297,آبسرد,8,2024-09-04 12:28:13.107843+00,t,
298,آبعلی,8,2024-09-04 12:28:13.107843+00,t,
299,باغستان,8,2024-09-04 12:28:13.107843+00,t,
300,باقرشهر,8,2024-09-04 12:28:13.107843+00,t,
301,بومهن,8,2024-09-04 12:28:13.107843+00,t,
302,پاکدشت,8,2024-09-04 12:28:13.107843+00,t,
303,پردیس,8,2024-09-04 12:28:13.107843+00,t,
304,پیشوا,8,2024-09-04 12:28:13.107843+00,t,
305,تهران,8,2024-09-04 12:28:13.107843+00,t,
306,جوادآباد,8,2024-09-04 12:28:13.107843+00,t,
307,چهاردانگه,8,2024-09-04 12:28:13.107843+00,t,
308,حسن آباد,8,2024-09-04 12:28:13.107843+00,t,
309,دماوند,8,2024-09-04 12:28:13.107843+00,t,
310,دیزین,8,2024-09-04 12:28:13.107843+00,t,
311,شهر ری,8,2024-09-04 12:28:13.107843+00,t,
312,رباط کریم,8,2024-09-04 12:28:13.107843+00,t,
313,رودهن,8,2024-09-04 12:28:13.107843+00,t,
314,شاهدشهر,8,2024-09-04 12:28:13.107843+00,t,
315,شریف آباد,8,2024-09-04 12:28:13.107843+00,t,
316,شمشک,8,2024-09-04 12:28:13.107843+00,t,
317,شهریار,8,2024-09-04 12:28:13.107843+00,t,
318,صالح آباد,8,2024-09-04 12:28:13.107843+00,t,
319,صباشهر,8,2024-09-04 12:28:13.107843+00,t,
320,صفادشت,8,2024-09-04 12:28:13.107843+00,t,
321,فردوسیه,8,2024-09-04 12:28:13.107843+00,t,
322,فشم,8,2024-09-04 12:28:13.107843+00,t,
323,فیروزکوه,8,2024-09-04 12:28:13.107843+00,t,
324,قدس,8,2024-09-04 12:28:13.107843+00,t,
325,قرچک,8,2024-09-04 12:28:13.107843+00,t,
326,کهریزک,8,2024-09-04 12:28:13.107843+00,t,
327,کیلان,8,2024-09-04 12:28:13.107843+00,t,
328,گلستان,8,2024-09-04 12:28:13.107843+00,t,
329,لواسان,8,2024-09-04 12:28:13.107843+00,t,
330,ملارد,8,2024-09-04 12:28:13.107843+00,t,
331,میگون,8,2024-09-04 12:28:13.107843+00,t,
332,نسیم شهر,8,2024-09-04 12:28:13.107843+00,t,
333,نصیرآباد,8,2024-09-04 12:28:13.107843+00,t,
334,وحیدیه,8,2024-09-04 12:28:13.107843+00,t,
335,ورامین,8,2024-09-04 12:28:13.107843+00,t,
336,پرند,8,2024-09-04 12:28:13.107843+00,t,
337,قیامدشت,8,2024-09-04 12:28:13.107843+00,t,
338,اردل,9,2024-09-04 12:28:20.953205+00,t,
339,آلونی,9,2024-09-04 12:28:20.953205+00,t,
340,باباحیدر,9,2024-09-04 12:28:20.953205+00,t,
341,بروجن,9,2024-09-04 12:28:20.953205+00,t,
342,بلداجی,9,2024-09-04 12:28:20.953205+00,t,
343,بن,9,2024-09-04 12:28:20.953205+00,t,
344,جونقان,9,2024-09-04 12:28:20.953205+00,t,
345,چلگرد,9,2024-09-04 12:28:20.953205+00,t,
346,سامان,9,2024-09-04 12:28:20.953205+00,t,
347,سفیددشت,9,2024-09-04 12:28:20.953205+00,t,
348,سودجان,9,2024-09-04 12:28:20.953205+00,t,
349,سورشجان,9,2024-09-04 12:28:20.953205+00,t,
350,شلمزار,9,2024-09-04 12:28:20.953205+00,t,
351,شهرکرد,9,2024-09-04 12:28:20.953205+00,t,
352,طاقانک,9,2024-09-04 12:28:20.953205+00,t,
353,فارسان,9,2024-09-04 12:28:20.953205+00,t,
354,فرادنبه,9,2024-09-04 12:28:20.953205+00,t,
355,فرخ شهر,9,2024-09-04 12:28:20.953205+00,t,
356,کیان,9,2024-09-04 12:28:20.953205+00,t,
357,گندمان,9,2024-09-04 12:28:20.953205+00,t,
358,گهرو,9,2024-09-04 12:28:20.953205+00,t,
359,لردگان,9,2024-09-04 12:28:20.953205+00,t,
360,مال خلیفه,9,2024-09-04 12:28:20.953205+00,t,
361,ناغان,9,2024-09-04 12:28:20.953205+00,t,
362,نافچ,9,2024-09-04 12:28:20.953205+00,t,
363,نقنه,9,2024-09-04 12:28:20.953205+00,t,
364,هفشجان,9,2024-09-04 12:28:20.953205+00,t,
365,ارسک,10,2024-09-04 12:29:27.413213+00,t,
366,اسدیه,10,2024-09-04 12:29:27.413213+00,t,
367,اسفدن,10,2024-09-04 12:29:27.413213+00,t,
368,اسلامیه,10,2024-09-04 12:29:27.413213+00,t,
369,آرین شهر,10,2024-09-04 12:29:27.413213+00,t,
370,آیسک,10,2024-09-04 12:29:27.413213+00,t,
371,بشرویه,10,2024-09-04 12:29:27.413213+00,t,
372,بیرجند,10,2024-09-04 12:29:27.413213+00,t,
373,حاجی آباد,10,2024-09-04 12:29:27.413213+00,t,
374,خضری دشت بیاض,10,2024-09-04 12:29:27.413213+00,t,
375,خوسف,10,2024-09-04 12:29:27.413213+00,t,
376,زهان,10,2024-09-04 12:29:27.413213+00,t,
377,سرایان,10,2024-09-04 12:29:27.413213+00,t,
378,سربیشه,10,2024-09-04 12:29:27.413213+00,t,
379,سه قلعه,10,2024-09-04 12:29:27.413213+00,t,
380,شوسف,10,2024-09-04 12:29:27.413213+00,t,
